,movieId,title,year,genres,prediction
0,11,"American President, The ",1995,Comedy Drama Romance,2.49
1,17,Sense and Sensibility ,1995,Drama Romance,2.44
2,32,Twelve Monkeys ,a.k.a. 12 Monkeys,Mystery Sci-Fi Thriller,2.22
3,62,Mr. Holland's Opus ,1995,Drama,2.49
4,161,Crimson Tide ,1995,Drama Thriller War,2.58
5,165,Die Hard: With a Vengeance ,1995,Action Crime Thriller,2.29
6,253,Interview with the Vampire: The Vampire Chronicles ,1994,Drama Horror,2.25
7,266,Legends of the Fall ,1994,Drama Romance War Western,2.42
8,288,Natural Born Killers ,1994,Action Crime Thriller,2.35
9,292,Outbreak ,1995,Action Drama Sci-Fi Thriller,2.28
10,329,Star Trek: Generations ,1994,Adventure Drama Sci-Fi,2.25
11,339,While You Were Sleeping ,1995,Comedy Romance,2.42
12,364,"Lion King, The ",1994,Adventure Animation Children Drama Musical IMAX,2.24
13,434,Cliffhanger ,1993,Action Adventure Thriller,2.32
14,454,"Firm, The ",1993,Drama Thriller,2.56
15,508,Philadelphia ,1993,Drama,2.31
16,509,"Piano, The ",1993,Drama Romance,2.53
17,539,Sleepless in Seattle ,1993,Comedy Drama Romance,2.42
18,587,Ghost ,1990,Comedy Drama Fantasy Romance Thriller,2.47
19,593,"Silence of the Lambs, The ",1991,Crime Horror Thriller,2.26
